ID	Gene Name	Species	ENTREZ_GENE_ID
NR1I3	nuclear receptor subfamily 1, group I, member 3	Homo sapiens	9970,
NR2C1	nuclear receptor subfamily 2, group C, member 1	Homo sapiens	7181,
NR2C2	nuclear receptor subfamily 2, group C, member 2	Homo sapiens	7182,
NR2E3	nuclear receptor subfamily 2, group E, member 3	Homo sapiens	10002,
NR2F1	nuclear receptor subfamily 2, group F, member 1	Homo sapiens	7025,
NR2F2	nuclear receptor subfamily 2, group F, member 2	Homo sapiens	7026,
NR2F6	nuclear receptor subfamily 2, group F, member 6	Homo sapiens	2063,
NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	Homo sapiens	2908,
NR3C2	nuclear receptor subfamily 3, group C, member 2	Homo sapiens	4306,
NR4A1	nuclear receptor subfamily 4, group A, member 1	Homo sapiens	3164,
NR4A2	nuclear receptor subfamily 4, group A, member 2	Homo sapiens	4929,
NR4A3	nuclear receptor subfamily 4, group A, member 3	Homo sapiens	8013,
NR5A1	nuclear receptor subfamily 5, group A, member 1	Homo sapiens	2516,
NR5A2	nuclear receptor subfamily 5, group A, member 2	Homo sapiens	2494,
NR6A1	nuclear receptor subfamily 6, group A, member 1	Homo sapiens	2649,
NRF1	nuclear respiratory factor 1	Homo sapiens	4899,
NFYA	nuclear transcription factor Y, alpha	Homo sapiens	4800,
NFYB	nuclear transcription factor Y, beta	Homo sapiens	4801,
NFYC	nuclear transcription factor Y, gamma	Homo sapiens	4802,
NFX1	nuclear transcription factor, X-box binding 1	Homo sapiens	4799,
NUTF2	nuclear transport factor 2	Homo sapiens	10204,
NXT2	nuclear transport factor 2-like export factor 2	Homo sapiens	55916,
NUCB1	nucleobindin 1	Homo sapiens	4924,
NUCB2	nucleobindin 2	Homo sapiens	4925,
NOLC1	nucleolar and coiled-body phosphoprotein 1	Homo sapiens	9221,
NOC2L	nucleolar complex associated 2 homolog (S. cerevisiae)	Homo sapiens	26155,
NOC4L	nucleolar complex associated 4 homolog (S. cerevisiae)	Homo sapiens	79050,
NOL11	nucleolar protein 11	Homo sapiens	25926,
NOL12	nucleolar protein 12	Homo sapiens	79159,
NOL3	nucleolar protein 3 (apoptosis repressor with CARD domain)	Homo sapiens	8996,
NOL4	nucleolar protein 4	Homo sapiens	8715,
NOL8	nucleolar protein 8	Homo sapiens	55035,
NOM1	nucleolar protein with MIF4G domain 1	Homo sapiens	64434,
NCL	nucleolin	Homo sapiens	4691,
NPM1	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 21; hypothetical LOC100131044; similar to nucleophosmin 1; nucleophosmin (nucleolar phosphoprotein B23, numatrin)	Homo sapiens	100129237,100131044,399804,440577,4869,729342,729686,
NPM3	nucleophosmin/nucleoplasmin, 3	Homo sapiens	10360,
NUP107	nucleoporin 107kDa	Homo sapiens	57122,
NUP133	nucleoporin 133kDa	Homo sapiens	55746,
NUP153	nucleoporin 153kDa	Homo sapiens	9972,
NUP155	nucleoporin 155kDa	Homo sapiens	9631,
NUP160	nucleoporin 160kDa	Homo sapiens	23279,
NUP205	nucleoporin 205kDa	Homo sapiens	23165,
NUP210	nucleoporin 210kDa	Homo sapiens	23225,
NUP214	nucleoporin 214kDa	Homo sapiens	8021,
NUP37	nucleoporin 37kDa	Homo sapiens	79023,
NUP43	nucleoporin 43kDa	Homo sapiens	348995,
NUP50	nucleoporin 50kDa	Homo sapiens	10762,
NUP54	nucleoporin 54kDa	Homo sapiens	53371,
NUP62	nucleoporin 62kDa	Homo sapiens	23636,
NUP62CL	nucleoporin 62kDa C-terminal like	Homo sapiens	54830,
NUP85	nucleoporin 85kDa	Homo sapiens	79902,
NUP88	nucleoporin 88kDa	Homo sapiens	4927,
NUP93	nucleoporin 93kDa	Homo sapiens	9688,
NUP98	nucleoporin 98kDa	Homo sapiens	4928,
NUPL1	nucleoporin like 1	Homo sapiens	9818,
NUPL2	nucleoporin like 2	Homo sapiens	11097,
NXN	nucleoredoxin	Homo sapiens	64359,
PNP	nucleoside phosphorylase	Homo sapiens	4860,
NAP1L1	nucleosome assembly protein 1-like 1	Homo sapiens	4673,
NAP1L4	nucleosome assembly protein 1-like 4	Homo sapiens	4676,
NAP1L5	nucleosome assembly protein 1-like 5	Homo sapiens	266812,
NUBP1	nucleotide binding protein 1 (MinD homolog, E. coli)	Homo sapiens	4682,
NOD1	nucleotide-binding oligomerization domain containing 1	Homo sapiens	10392,
NOD2	nucleotide-binding oligomerization domain containing 2	Homo sapiens	64127,
NACC1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing	Homo sapiens	112939,
NDEL1	nudE nuclear distribution gene E homolog (A. nidulans)-like 1	Homo sapiens	81565,
NDE1	nudE nuclear distribution gene E homolog 1 (A. nidulans)	Homo sapiens	54820,
NUDT10	nudix (nucleoside diphosphate linked moiety X)-type motif 10	Homo sapiens	170685,
NUDT14	nudix (nucleoside diphosphate linked moiety X)-type motif 14	Homo sapiens	256281,
NUDT18	nudix (nucleoside diphosphate linked moiety X)-type motif 18	Homo sapiens	79873,
NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	Homo sapiens	11051,
NUDT3	nudix (nucleoside diphosphate linked moiety X)-type motif 3	Homo sapiens	11165,
NUDT5	nudix (nucleoside diphosphate linked moiety X)-type motif 5	Homo sapiens	11164,
NUDT9	nudix (nucleoside diphosphate linked moiety X)-type motif 9	Homo sapiens	53343,
NUMB	numb homolog (Drosophila)	Homo sapiens	8650,
NUMBL	numb homolog (Drosophila)-like	Homo sapiens	9253,
OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	Homo sapiens	84033,
OCLN	occludin pseudogene; occludin	Homo sapiens	4950,647859,
OCRL	oculocerebrorenal syndrome of Lowe	Homo sapiens	4952,
OSR1	odd-skipped related 1 (Drosophila)	Homo sapiens	130497,
OBP2A	odorant binding protein 2A	Homo sapiens	29991,
ODZ1	odz, odd Oz/ten-m homolog 1(Drosophila)	Homo sapiens	10178,
ODZ3	odz, odd Oz/ten-m homolog 3 (Drosophila)	Homo sapiens	55714,
OLFM2	olfactomedin 2	Homo sapiens	93145,
OLFM3	olfactomedin 3	Homo sapiens	118427,
OLFM4	olfactomedin 4	Homo sapiens	10562,
OLFML3	olfactomedin-like 3	Homo sapiens	56944,
OMP	olfactory marker protein	Homo sapiens	4975,
OR1G1	olfactory receptor, family 1, subfamily G, member 1	Homo sapiens	8390,
OR4F6	olfactory receptor, family 4, subfamily F, member 6	Homo sapiens	390648,
OLIG2	oligodendrocyte lineage transcription factor 2	Homo sapiens	10215,
OMG	oligodendrocyte myelin glycoprotein	Homo sapiens	4974,
OLIG3	oligodendrocyte transcription factor 3	Homo sapiens	167826,
OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	Homo sapiens	79991,
OPHN1	oligophrenin 1	Homo sapiens	4983,
OCM2	oncomodulin 2	Homo sapiens	4951,
OSM	oncostatin M	Homo sapiens	5008,
OSMR	oncostatin M receptor	Homo sapiens	9180,
ONECUT1	one cut homeobox 1	Homo sapiens	3175,
OPRL1	opiate receptor-like 1	Homo sapiens	4987,
OPCML	opioid binding protein/cell adhesion molecule-like	Homo sapiens	4978,
OPRD1	opioid receptor, delta 1	Homo sapiens	4985,
OPRK1	opioid receptor, kappa 1	Homo sapiens	4986,
OPRM1	opioid receptor, mu 1	Homo sapiens	4988,
OPN1LW	opsin 1 (cone pigments), long-wave-sensitive	Homo sapiens	5956,
OPN1MW	opsin 1 (cone pigments), medium-wave-sensitive 2; opsin 1 (cone pigments), medium-wave-sensitive	Homo sapiens	2652,728458,
OPN4	opsin 4	Homo sapiens	94233,
OPTC	opticin	Homo sapiens	26254,
OPTN	optineurin	Homo sapiens	10133,
OFD1	oral-facial-digital syndrome 1	Homo sapiens	8481,
ORC1L	origin recognition complex, subunit 1-like (yeast)	Homo sapiens	4998,
ORC2L	origin recognition complex, subunit 2-like (yeast)	Homo sapiens	4999,
ORC3L	origin recognition complex, subunit 3-like (yeast)	Homo sapiens	23595,
ORC4L	origin recognition complex, subunit 4-like (yeast)	Homo sapiens	5000,
ORC5L	origin recognition complex, subunit 5-like (yeast)	Homo sapiens	5001,
ORC6L	origin recognition complex, subunit 6 like (yeast)	Homo sapiens	23594,
OAT	ornithine aminotransferase (gyrate atrophy)	Homo sapiens	4942,
OTC	ornithine carbamoyltransferase	Homo sapiens	5009,
ODC1	ornithine decarboxylase 1	Homo sapiens	4953,
OAZ1	ornithine decarboxylase antizyme 1	Homo sapiens	4946,
OAZ2	ornithine decarboxylase antizyme 2	Homo sapiens	4947,
OAZ3	ornithine decarboxylase antizyme 3	Homo sapiens	51686,
ORM1	orosomucoid 1	Homo sapiens	5004,
OTX1	orthodenticle homeobox 1	Homo sapiens	5013,
OTX2	orthodenticle homeobox 2	Homo sapiens	5015,
OSCAR	osteoclast associated, immunoglobulin-like receptor	Homo sapiens	126014,
OSTF1	osteoclast stimulating factor 1	Homo sapiens	26578,
OSTM1	osteopetrosis associated transmembrane protein 1	Homo sapiens	28962,
OS9	osteosarcoma amplified 9, endoplasmic reticulum associated protein	Homo sapiens	10956,
OC90	otoconin 90	Homo sapiens	729330,
OTOG	otogelin	Homo sapiens	340990,
ODF1	outer dense fiber of sperm tails 1	Homo sapiens	4956,
ODF2	outer dense fiber of sperm tails 2	Homo sapiens	4957,
ODF2L	outer dense fiber of sperm tails 2-like	Homo sapiens	57489,
OVGP1	oviductal glycoprotein 1, 120kDa	Homo sapiens	5016,
OXSR1	oxidative-stress responsive 1	Homo sapiens	9943,
OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	Homo sapiens	4973,
OGDH	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide)	Homo sapiens	4967,
OSBP	oxysterol binding protein	Homo sapiens	5007,
OSBP2	oxysterol binding protein 2	Homo sapiens	23762,
OSBPL3	oxysterol binding protein-like 3	Homo sapiens	26031,
OXTR	oxytocin receptor	Homo sapiens	5021,
OXT	oxytocin, prepropeptide	Homo sapiens	5020,
PAK1	p21 protein (Cdc42/Rac)-activated kinase 1	Homo sapiens	5058,
PAK2	p21 protein (Cdc42/Rac)-activated kinase 2	Homo sapiens	5062,
PAK3	p21 protein (Cdc42/Rac)-activated kinase 3	Homo sapiens	5063,
PAK4	p21 protein (Cdc42/Rac)-activated kinase 4	Homo sapiens	10298,
PAK6	p21 protein (Cdc42/Rac)-activated kinase 6	Homo sapiens	56924,
PAK7	p21 protein (Cdc42/Rac)-activated kinase 7	Homo sapiens	57144,
PAX1	paired box 1	Homo sapiens	5075,
PAX2	paired box 2	Homo sapiens	5076,
PAX3	paired box 3	Homo sapiens	5077,
PAX5	paired box 5	Homo sapiens	5079,
PAX6	paired box 6	Homo sapiens	5080,
PAX7	paired box 7	Homo sapiens	5081,
PAX8	paired box 8	Homo sapiens	7849,
PAX9	paired box 9	Homo sapiens	5083,
PILRA	paired immunoglobin-like type 2 receptor alpha	Homo sapiens	29992,
PILRB	paired immunoglobin-like type 2 receptor beta	Homo sapiens	29990,
PRRX1	paired related homeobox 1	Homo sapiens	5396,
PRRX2	paired related homeobox 2	Homo sapiens	51450,
PHOX2A	paired-like homeobox 2a	Homo sapiens	401,
PITX1	paired-like homeodomain 1	Homo sapiens	5307,
PITX2	paired-like homeodomain 2	Homo sapiens	5308,
PLUNC	palate, lung and nasal epithelium associated	Homo sapiens	51297,
PALLD	palladin, cytoskeletal associated protein	Homo sapiens	23022,
PLDN	pallidin homolog (mouse)	Homo sapiens	26258,
PTF1A	pancreas specific transcription factor, 1a	Homo sapiens	256297,
PDX1	pancreatic and duodenal homeobox 1	Homo sapiens	3651,
PNLIP	pancreatic lipase	Homo sapiens	5406,
PNLIPRP2	pancreatic lipase-related protein 2	Homo sapiens	5408,
PPY	pancreatic polypeptide	Homo sapiens	5539,
PPYR1	pancreatic polypeptide receptor 1	Homo sapiens	5540,
PANX1	pannexin 1	Homo sapiens	24145,
PANK4	pantothenate kinase 4	Homo sapiens	55229,
PRCC	papillary renal cell carcinoma (translocation-associated)	Homo sapiens	5546,
PAPPA2	pappalysin 2	Homo sapiens	60676,
PARD3	par-3 partitioning defective 3 homolog (C. elegans)	Homo sapiens	56288,
PARD3B	par-3 partitioning defective 3 homolog B (C. elegans)	Homo sapiens	117583,
PARD6A	par-6 partitioning defective 6 homolog alpha (C. elegans)	Homo sapiens	50855,
PARD6B	par-6 partitioning defective 6 homolog beta (C. elegans)	Homo sapiens	84612,
PARD6G	par-6 partitioning defective 6 homolog gamma (C. elegans)	Homo sapiens	84552,
PNMA1	paraneoplastic antigen MA1	Homo sapiens	9240,
PNMA6A	paraneoplastic antigen like 6B; paraneoplastic antigen like 6A	Homo sapiens	728513,84968,
PON1	paraoxonase 1	Homo sapiens	5444,
PON2	paraoxonase 2	Homo sapiens	5445,
PSPC1	paraspeckle component 1; paraspeckle protein 1 pseudogene	Homo sapiens	55269,642395,
PTMS	parathymosin	Homo sapiens	5763,
PTH	parathyroid hormone	Homo sapiens	5741,
PTH1R	parathyroid hormone 1 receptor	Homo sapiens	5745,
PTH2	parathyroid hormone 2	Homo sapiens	113091,
PTH2R	parathyroid hormone 2 receptor	Homo sapiens	5746,
PTHLH	parathyroid hormone-like hormone	Homo sapiens	5744,
PNKD	paroxysmal nonkinesigenic dyskinesia	Homo sapiens	25953,
PALB2	partner and localizer of BRCA2	Homo sapiens	79728,
PNO1	partner of NOB1 homolog (S. cerevisiae)	Homo sapiens	56902,
PARVA	parvin, alpha	Homo sapiens	55742,
PARVB	parvin, beta	Homo sapiens	29780,
PARVG	parvin, gamma	Homo sapiens	64098,
PNPLA2	patatin-like phospholipase domain containing 2	Homo sapiens	57104,
PTCHD2	patched domain containing 2	Homo sapiens	57540,
PTCH1	patched homolog 1 (Drosophila)	Homo sapiens	5727,
PTCH2	patched homolog 2 (Drosophila)	Homo sapiens	8643,
PEG10	paternally expressed 10	Homo sapiens	23089,
PEG3	paternally expressed 3; PEG3 antisense RNA (non-protein coding); zinc finger, imprinted 2	Homo sapiens	100169890,23619,5178,
PXN	paxillin	Homo sapiens	5829,
PELI1	pellino homolog 1 (Drosophila)	Homo sapiens	57162,
PELI2	pellino homolog 2 (Drosophila)	Homo sapiens	57161,
PELI3	pellino homolog 3 (Drosophila)	Homo sapiens	246330,
PEF1	penta-EF-hand domain containing 1	Homo sapiens	553115,
PTX3	pentraxin-related gene, rapidly induced by IL-1 beta	Homo sapiens	5806,
PMPCA	peptidase (mitochondrial processing) alpha	Homo sapiens	23203,
PMPCB	peptidase (mitochondrial processing) beta	Homo sapiens	9512,
PEPD	peptidase D	Homo sapiens	5184,
PI3	peptidase inhibitor 3, skin-derived	Homo sapiens	5266,
PYY	peptide YY	Homo sapiens	5697,
PGLYRP3	peptidoglycan recognition protein 3	Homo sapiens	114771,
PTRH2	peptidyl-tRNA hydrolase 2	Homo sapiens	51651,
PAM	peptidylglycine alpha-amidating monooxygenase	Homo sapiens	5066,
PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	Homo sapiens	5300,
PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	Homo sapiens	51645,
PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	Homo sapiens	23759,
PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3	Homo sapiens	53938,
PPIL4	peptidylprolyl isomerase (cyclophilin)-like 4	Homo sapiens	85313,
PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5	Homo sapiens	122769,
PPIB	peptidylprolyl isomerase B (cyclophilin B)	Homo sapiens	5479,
PPIC	peptidylprolyl isomerase C (cyclophilin C)	Homo sapiens	5480,
PPID	peptidylprolyl isomerase D	Homo sapiens	5481,
PPIE	peptidylprolyl isomerase E (cyclophilin E)	Homo sapiens	10450,
PPIF	peptidylprolyl isomerase F	Homo sapiens	10105,
PPIG	peptidylprolyl isomerase G (cyclophilin G)	Homo sapiens	9360,
PPIH	peptidylprolyl isomerase H (cyclophilin H)	Homo sapiens	10465,
PRF1	perforin 1 (pore forming protein)	Homo sapiens	5551,
PRX	periaxin	Homo sapiens	57716,
PCNT	pericentrin	Homo sapiens	5116,
PCM1	pericentriolar material 1	Homo sapiens	5108,
PLIN1	perilipin	Homo sapiens	5346,
PER1	period homolog 1 (Drosophila)	Homo sapiens	5187,
PER2	period homolog 2 (Drosophila)	Homo sapiens	8864,
PER3	period homolog 3 (Drosophila)	Homo sapiens	8863,
PMP22	peripheral myelin protein 22	Homo sapiens	5376,
PRPH	peripherin	Homo sapiens	5630,
PRPH2	peripherin 2 (retinal degeneration, slow)	Homo sapiens	5961,
PPHLN1	periphilin 1	Homo sapiens	51535,
PPL	periplakin	Homo sapiens	5493,
PRDX1	peroxiredoxin 1	Homo sapiens	5052,
PRDX2	peroxiredoxin 2	Homo sapiens	7001,
PRDX3	peroxiredoxin 3	Homo sapiens	10935,
PRDX4	peroxiredoxin 4	Homo sapiens	10549,
PRDX5	peroxiredoxin 5	Homo sapiens	25824,
PRDX6	peroxiredoxin 6	Homo sapiens	9588,
PEX1	peroxisomal biogenesis factor 1	Homo sapiens	5189,
PEX10	peroxisomal biogenesis factor 10	Homo sapiens	5192,
PEX11A	peroxisomal biogenesis factor 11 alpha	Homo sapiens	8800,
PEX11B	peroxisomal biogenesis factor 11 beta	Homo sapiens	8799,
PEX12	peroxisomal biogenesis factor 12	Homo sapiens	5193,
PEX13	peroxisomal biogenesis factor 13	Homo sapiens	5194,
PEX14	peroxisomal biogenesis factor 14	Homo sapiens	5195,
PEX16	peroxisomal biogenesis factor 16	Homo sapiens	9409,
PEX19	peroxisomal biogenesis factor 19	Homo sapiens	5824,
PEX26	peroxisomal biogenesis factor 26	Homo sapiens	55670,
PEX3	peroxisomal biogenesis factor 3	Homo sapiens	8504,
PEX5	peroxisomal biogenesis factor 5	Homo sapiens	5830,
PEX5L	peroxisomal biogenesis factor 5-like	Homo sapiens	51555,
PEX6	peroxisomal biogenesis factor 6	Homo sapiens	5190,
PEX7	peroxisomal biogenesis factor 7	Homo sapiens	5191,
PEX2	peroxisomal membrane protein 3, 35kDa	Homo sapiens	5828,
PXMP4	peroxisomal membrane protein 4, 24kDa	Homo sapiens	11264,
PECR	peroxisomal trans-2-enoyl-CoA reductase	Homo sapiens	55825,
PPARA	peroxisome proliferator-activated receptor alpha	Homo sapiens	5465,
PPARD	peroxisome proliferator-activated receptor delta	Homo sapiens	5467,
PPARG	peroxisome proliferator-activated receptor gamma	Homo sapiens	5468,
PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	Homo sapiens	10891,
PPARGC1B	peroxisome proliferator-activated receptor gamma, coactivator 1 beta	Homo sapiens	133522,
PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	Homo sapiens	23082,
PSPN	persephin	Homo sapiens	5623,
PES1	pescadillo homolog 1, containing BRCT domain (zebrafish)	Homo sapiens	23481,
PBLD	phenazine biosynthesis-like protein domain containing	Homo sapiens	64081,
PAH	phenylalanine hydroxylase	Homo sapiens	5053,
FARSA	phenylalanyl-tRNA synthetase, alpha subunit	Homo sapiens	2193,
PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	Homo sapiens	5366,
PDC	phosducin	Homo sapiens	5132,
PDCL	phosducin-like	Homo sapiens	5082,
PHACTR1	phosphatase and actin regulator 1	Homo sapiens	221692,
PHACTR3	phosphatase and actin regulator 3	Homo sapiens	116154,
PHACTR4	phosphatase and actin regulator 4	Homo sapiens	65979,
PTEN	phosphatase and tensin homolog; phosphatase and tensin homolog pseudogene 1	Homo sapiens	11191,5728,
PCYT1A	phosphate cytidylyltransferase 1, choline, alpha	Homo sapiens	5130,
PCYT1B	phosphate cytidylyltransferase 1, choline, beta	Homo sapiens	9468,
PCYT2	phosphate cytidylyltransferase 2, ethanolamine	Homo sapiens	5833,
PHEX	phosphate regulating endopeptidase homolog, X-linked	Homo sapiens	5251,
PPAP2A	phosphatidic acid phosphatase type 2A	Homo sapiens	8611,
PPAP2B	phosphatidic acid phosphatase type 2B	Homo sapiens	8613,
PPAP2C	phosphatidic acid phosphatase type 2C	Homo sapiens	8612,
PEBP1	phosphatidylethanolamine binding protein 1	Homo sapiens	5037,
PEBP4	phosphatidylethanolamine-binding protein 4	Homo sapiens	157310,
PGS1	phosphatidylglycerophosphate synthase 1	Homo sapiens	9489,
PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	Homo sapiens	55361,
PI4K2B	phosphatidylinositol 4-kinase type 2 beta	Homo sapiens	55300,
PI4KA	phosphatidylinositol 4-kinase, catalytic, alpha	Homo sapiens	5297,
PI4KB	phosphatidylinositol 4-kinase, catalytic, beta	Homo sapiens	5298,
PICALM	phosphatidylinositol binding clathrin assembly protein	Homo sapiens	8301,
PIGA	phosphatidylinositol glycan anchor biosynthesis, class A	Homo sapiens	5277,
PIGC	phosphatidylinositol glycan anchor biosynthesis, class C	Homo sapiens	5279,
PIGF	phosphatidylinositol glycan anchor biosynthesis, class F	Homo sapiens	5281,
PIGG	phosphatidylinositol glycan anchor biosynthesis, class G	Homo sapiens	54872,
PIGH	phosphatidylinositol glycan anchor biosynthesis, class H	Homo sapiens	5283,
PIGK	phosphatidylinositol glycan anchor biosynthesis, class K	Homo sapiens	10026,
PIGM	phosphatidylinositol glycan anchor biosynthesis, class M	Homo sapiens	93183,
PIGO	phosphatidylinositol glycan anchor biosynthesis, class O	Homo sapiens	84720,
PIGQ	phosphatidylinositol glycan anchor biosynthesis, class Q	Homo sapiens	9091,
PIGT	phosphatidylinositol glycan anchor biosynthesis, class T	Homo sapiens	51604,
PIGU	phosphatidylinositol glycan anchor biosynthesis, class U	Homo sapiens	128869,
PIGX	phosphatidylinositol glycan anchor biosynthesis, class X	Homo sapiens	54965,
PIGY	phosphatidylinositol glycan anchor biosynthesis, class Y	Homo sapiens	84992,
PITPNA	phosphatidylinositol transfer protein, alpha	Homo sapiens	5306,
PITPNB	phosphatidylinositol transfer protein, beta	Homo sapiens	23760,
PITPNC1	phosphatidylinositol transfer protein, cytoplasmic 1	Homo sapiens	26207,
PITPNM1	phosphatidylinositol transfer protein, membrane-associated 1	Homo sapiens	9600,
PITPNM2	phosphatidylinositol transfer protein, membrane-associated 2	Homo sapiens	57605,
PREX2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	Homo sapiens	80243,
